Song name,Week,Points,12,10,8,7,6,5,4,3,2,1,# of voters,Avg points,Weekly rank,Result,bonusPoints
Moth Jaw Choir,Week 2,278,3,8,7,3,5,5,1,3,3,5,43,"6,33",31,,6
Declaración de Amor,Week 2,272,6,6,2,4,4,4,6,1,5,8,46,"5,76",32,,7
"Let Me Be Me [SSC7, USA]",Week 2,267,3,6,1,5,4,6,7,8,8,5,53,"5,02",33,,1
Gasoline,Week 2,267,3,3,8,3,4,9,2,2,4,4,42,"5,86",34,,21
El encaje,Week 2,267,3,5,2,6,5,4,5,5,7,3,45,"5,47",35,,21
The Witness,Week 2,221,0,4,4,3,5,5,5,5,5,7,43,"4,65",36,,21
Look into Me,Week 2,206,1,3,1,3,5,7,4,7,10,7,48,"4,17",37,,6
"Leb Wohl, My Love",Week 2,200,0,0,5,4,5,5,6,7,3,5,40,"4,48",38,,21
PET (Fading Light Remix),Week 2,194,4,1,3,2,1,5,4,3,10,7,40,"4,48",39,,15
Bahasa Melayu Bahasa Kita,Week 2,144,2,2,4,2,2,1,2,3,3,7,28,"4,89",40,,7
Tryin',Week 3,773,13,18,16,14,9,10,9,12,4,6,111,"6,77",1,Finals,21
"Evil, Dark, Grotesque",Week 3,747,14,19,12,16,13,5,9,3,3,12,106,"6,91",2,Finals,15
Built for Wonder,Week 3,545,21,7,6,5,5,5,3,9,8,9,78,"6,72",3,Finals,21
Muddy Eyes,Week 3,529,12,16,7,5,4,6,7,10,2,3,72,"7,14",4,Finals,15
空蝉の儚,Week 3,492,16,13,5,1,4,5,10,8,2,4,68,"7,21",5,Finals,2
Dancing in the Rain,Week 3,491,11,6,9,10,7,5,5,10,7,5,75,"6,27",6,Second Chance,21
Second Skin,Week 3,460,8,5,11,8,8,5,9,5,9,7,75,"5,85",7,Second Chance,21
Odd Proposal,Week 3,439,11,6,6,9,8,5,4,3,5,7,64,"6,53",8,Second Chance,21
Pretend,Week 3,424,2,13,5,11,6,8,6,9,8,7,75,"5,61",9,Second Chance,3
Mercy Lag,Week 3,398,5,8,7,5,5,8,12,4,7,8,69,"5,55",10,Second Chance,15
Madness Unleashed | 不笑疯癫,Week 3,386,10,7,7,7,1,4,4,4,8,6,58,"6,40",11,,15
Hit The Target,Week 3,366,5,5,3,9,11,6,3,6,7,8,63,"5,48",12,,21
Cape Town Breeze,Week 3,365,7,8,6,7,6,4,1,7,6,9,61,"5,95",13,,2
"Northern Lights [SSC7, Sweden]",Week 3,357,10,4,4,3,5,8,5,7,4,4,54,"6,22",14,,21
You Make Me Scream,Week 3,354,5,4,9,5,7,8,9,5,2,6,60,"5,83",15,,4
Wake Up,Week 3,352,4,6,6,6,7,9,5,10,6,5,64,"5,50",16,,0
Astral,Week 3,348,6,1,6,6,13,5,7,3,6,3,56,"5,84",17,,21
Brain Off,Week 3,346,4,6,8,2,5,7,10,6,5,6,59,"5,51",18,,21
Clean or Dirty?,Week 3,344,3,9,5,9,2,8,4,3,6,5,54,"5,98",19,,21
Cosmoshamansha,Week 3,341,5,6,6,6,6,3,11,5,6,6,60,"5,63",20,,3
the girl who cried wolf,Week 3,332,4,5,7,7,4,4,6,7,8,9,61,"5,20",21,,15
Rebel Heart,Week 3,324,3,3,8,4,4,7,11,6,10,4,60,"5,05",22,,21
GLITCHED,Week 3,315,2,6,5,4,8,4,4,9,12,7,61,"4,82",23,,21
You Shot Me,Week 3,312,4,3,3,5,5,12,8,4,8,4,56,"5,20",24,,21
Etiquette Of Pain,Week 3,311,2,5,5,5,10,7,3,8,4,2,51,"5,69",25,,21
Lose You,Week 3,306,3,6,4,6,9,3,4,9,7,10,61,"5,02",26,,0
Marrowborne Pilots,Week 3,300,9,3,3,4,4,7,4,4,7,3,48,"6,13",27,,6
We go hard,Week 3,293,7,0,6,7,4,2,6,5,8,2,47,"5,79",28,,21
Sapphire,Week 3,288,4,2,6,6,3,6,4,6,9,9,55,"4,85",29,,21
Unimaginable,Week 3,270,4,2,9,4,4,7,4,4,2,5,45,"5,87",30,,6
ON REPEAT,Week 3,266,1,6,5,5,7,3,5,3,4,4,43,"5,70",31,,21
"Why do this to me? [SSC7, USA]",Week 3,249,2,1,6,6,7,6,1,10,5,3,47,"5,17",32,,6
Tribe meets AI,Week 3,239,2,5,4,2,2,6,5,7,9,3,45,"4,98",33,,15
Rushflower,Week 3,232,3,2,3,4,5,4,8,2,5,5,41,"5,15",34,,21
Queen of the dance floor,Week 3,231,2,2,2,4,10,4,3,5,10,9,51,"4,39",35,,7
Universe Love,Week 3,220,2,6,5,1,1,5,6,3,6,4,39,"5,41",36,,9
Something's gotta go right (Live Concert),Week 3,213,4,2,2,4,5,2,7,4,2,8,40,"5,10",37,,9
DEVIL'S POISON,Week 3,197,1,3,0,5,3,11,6,2,2,7,40,"4,78",38,,6
Clearer Than Ever,Week 3,193,2,3,3,2,5,5,2,3,1,6,32,"5,38",39,,21
Signal Bloom,Week 3,182,1,2,4,5,2,5,4,4,4,4,35,"5,03",40,,6
Insanity,Week 4,567,13,13,5,11,8,5,9,7,6,1,78,"7,00",1,Finals,21
Rituals of the Night,Week 4,514,9,14,10,6,7,4,10,4,4,7,75,"6,65",2,Finals,15
The Boy I Left Behind,Week 4,491,8,14,6,7,8,7,5,7,3,7,72,"6,53",3,Finals,21
love you Puffs✨,Week 4,454,10,10,12,4,9,2,1,5,5,6,64,"6,92",4,Finals,11
Nevermore,Week 4,437,7,5,11,11,10,5,6,4,2,3,64,"6,67",5,Finals,10
Queen of the Crows,Week 4,427,7,5,7,10,5,4,7,13,10,9,77,"5,27",6,Second Chance,21
IF // THEN,Week 4,402,8,8,5,7,5,6,10,2,6,4,61,"6,34",7,Second Chance,15
Together Alone,Week 4,394,4,6,7,6,8,11,7,5,8,5,67,"5,57",8,Second Chance,21
My Emerald Queen,Week 4,390,5,7,14,5,3,5,5,8,5,1,58,"6,47",9,Second Chance,15
Time,Week 4,365,6,4,5,8,3,8,10,9,5,7,65,"5,38",10,Second Chance,15
This Letter,Week 4,364,10,3,8,4,6,4,4,9,7,8,63,"5,76",11,,1
One Day,Week 4,359,8,6,4,5,2,9,6,7,5,3,55,"6,15",12,,21
WALLFLWR//THE_LIE,Week 4,353,6,6,8,10,2,1,9,8,3,3,56,"6,29",13,,1
Social Inferno,Week 4,341,6,6,4,7,8,8,3,5,2,5,54,"6,24",14,,4
I Said I Would,Week 4,338,4,7,4,5,9,6,2,2,13,8,60,"5,28",15,,21
Hex Me Baby,Week 4,335,7,4,5,8,3,4,7,5,10,10,63,"5,25",16,,4
What if i fall,Week 4,329,3,2,4,4,9,14,9,6,4,6,61,"5,05",17,,21
Strangers,Week 4,318,7,4,7,4,5,3,4,2,6,10,52,"5,71",18,,21
Who I Am,Week 4,313,6,6,2,5,4,4,7,5,7,8,54,"5,41",19,,21
Break The Sky,Week 4,312,5,4,4,6,7,6,2,10,1,5,50,"5,82",20,,21
Wrong Child,Week 4,307,3,10,0,4,7,7,2,5,8,6,52,"5,50",21,,21
Morning Sun,Week 4,304,4,4,9,4,6,4,5,3,3,4,46,"6,15",22,,21
Keep Holding On,Week 4,303,5,4,4,4,7,10,3,3,6,3,49,"5,88",23,,15
Manual,Week 4,300,3,4,13,6,4,3,2,4,1,2,42,"6,79",24,,15
"Cry of the Lost Star [SSC7, Belgium]",Week 4,289,7,2,4,8,4,6,4,6,2,5,48,"6,02",25,,0
Whither the Questioned Blade,Week 4,256,6,6,4,1,3,3,3,6,5,9,46,"5,50",26,,3
Give Love to Those We Died Before,Week 4,253,6,5,1,3,4,2,6,5,2,4,38,"6,11",27,,21
life is a challenge,Week 4,252,5,3,3,4,5,4,3,4,8,5,44,"5,39",28,,15
Once More,Week 4,250,1,4,4,0,6,9,12,3,6,5,50,"4,78",29,,11
Calling from Heaven,Week 4,231,5,4,2,2,4,3,6,4,5,5,40,"5,50",30,,11
CLAPBACK,Week 4,230,1,2,6,6,5,8,2,4,7,4,45,"5,11",31,,0
Artista,Week 4,224,2,3,8,3,3,6,2,4,6,4,41,"5,44",32,,1
Existence Duality,Week 4,220,1,4,3,6,7,1,3,6,1,2,34,"5,85",33,,21
Ich bin die Tochter des Chaos,Week 4,218,4,3,1,3,3,6,5,2,9,4,40,"5,08",34,,15
No soy santa pero tú tampoco,Week 4,208,2,2,4,5,3,3,2,6,7,3,37,"5,05",35,,21
Stand Up,Week 4,200,6,2,1,2,3,1,6,8,3,7,39,"5,08",36,,2
Next Life,Week 4,185,2,3,1,5,2,3,7,6,4,7,40,"4,63",37,,0
"i, miss electro",Week 4,183,0,6,4,1,6,3,3,1,5,2,31,"5,71",38,,6
Every likkle ting mi ave mi grateful,Week 4,166,1,1,1,5,2,7,4,3,5,4,33,"4,58",39,,15
Sono solo un tuo giocattolo,Week 4,154,4,1,2,2,2,2,4,1,2,6,26,"5,35",40,,15
To the Sky,Week 5,513,7,6,11,11,5,8,16,8,7,11,90,5.47,1,Finals,21
What It Means To Be Human,Week 5,507,10,6,13,11,5,5,8,5,10,9,82,6,2,Finals,15
Featherfall,Week 5,452,9,7,7,10,6,9,6,1,7,5,67,6.43,3,Finals,21
Still I Walk,Week 5,431,11,7,5,8,6,6,9,3,4,5,64,6.59,4,Finals,9
The Room I Never Showed,Week 5,429,6,10,7,6,3,11,9,6,8,1,67,6.18,5,Finals,15
I CAN (Don't GO),Week 5,422,10,8,6,3,10,5,5,5,4,4,60,6.68,6,Second Chance,21
afterGLOW,Week 5,411,6,8,8,6,6,6,9,7,4,7,67,5.91,7,Second Chance,15
Between the Dust and the Stars,Week 5,401,9,7,8,5,4,8,3,5,3,6,58,6.55,8,Second Chance,21
ᛋᚲᚢᚷᚷᛁ ᛚᛟᚲᛁ (Skuggi Loki),Week 5,393,7,8,5,7,8,1,10,5,4,3,58,6.41,9,Second Chance,21
Just Around the Corner,Week 5,373,8,4,5,6,5,9,5,14,2,5,63,5.78,10,Second Chance,9
Escher Spiral,Week 5,372,4,13,3,4,3,10,8,6,6,8,65,5.66,11,,4
Summer (Vocal Drum and Bass),Week 5,357,6,7,4,7,5,6,5,6,4,7,57,5.89,12,,21
Shattered Half,Week 5,355,4,6,4,8,7,8,6,8,5,4,60,5.67,13,,15
"魅 Nymph [SSC7, China]",Week 5,312,7,4,2,7,6,7,1,6,2,5,47,6.19,14,,21
What do I actually think I am doing?,Week 5,311,8,3,7,6,5,2,4,5,5,2,47,6.53,15,,4
Dirty,Week 5,310,5,8,1,4,8,3,6,5,9,5,54,5.57,16,,9
Behind Closed Doors,Week 5,307,3,6,5,5,8,6,5,5,3,2,48,6.08,17,,15
Lost in My Head,Week 5,304,8,5,4,4,3,5,2,3,5,7,46,6.15,18,,21
"Witch [SS7, Russia]",Week 5,291,7,3,5,4,4,5,2,5,6,4,45,6,19,,21
"Glut, Nacht, Traum, Stimme, Licht",Week 5,290,4,6,3,4,6,5,6,4,6,6,50,5.5,20,,15
The World Inside Me,Week 5,282,5,8,4,3,3,6,2,2,3,6,42,6.36,21,,15
We are the change!,Week 5,267,3,6,3,3,8,5,6,5,5,3,47,5.66,22,,1
"CORRUPTED [SSC7, Netherlands]",Week 5,267,1,9,3,5,4,7,3,3,7,2,44,5.84,23,,10
SEE YOU NEXT TIME,Week 5,263,7,5,7,0,3,3,2,5,3,4,39,6.56,24,,7
ECHO PRAXIS,Week 5,259,4,4,1,4,7,2,9,3,5,7,46,5.17,25,,21
Obsession,Week 5,251,2,2,6,5,7,2,4,7,4,6,45,5.11,26,,21
In the Eye of the Beholder,Week 5,246,2,3,5,2,6,6,2,7,8,6,47,4.79,27,,21
CEASEFIRE!,Week 5,244,3,1,4,8,5,2,3,8,5,9,48,4.77,28,,15
Laps Beneath a Low Sun,Week 5,237,7,3,2,2,5,3,4,2,8,4,40,5.78,29,,6
Strange Creek,Week 5,236,1,2,7,5,4,8,4,3,9,5,48,4.9,30,,1
Still Won't Say it!,Week 5,236,2,2,3,3,9,4,5,5,5,7,45,4.78,31,,21
"Crown Me, Hatter",Week 5,229,2,5,2,4,3,4,7,4,3,6,40,5.2,32,,21
Undeniable,Week 5,222,2,2,7,7,3,2,4,7,1,6,41,5.41,33,,0
Bitter wine and mood,Week 5,203,6,2,6,2,1,1,2,0,4,1,25,7.28,34,,21
"Baby Boy [SSC7, United States]",Week 5,202,4,2,1,5,2,3,6,3,4,8,38,4.92,35,,15
Whispers in the void,Week 5,198,4,2,6,2,4,2,2,5,3,1,31,6.26,36,,4
Marv'in Speaks (The Earth's Anthem),Week 5,175,1,0,7,4,1,4,1,5,6,1,30,5.13,37,,21
孤影行,Week 5,169,2,3,4,0,5,3,0,7,2,7,33,4.94,38,,6
Whispers of MokELE,Week 5,168,1,4,2,4,3,2,6,3,4,3,32,5.25,39,,0
Falsche Fährten,Week 5,151,0,1,5,4,2,4,1,2,5,0,24,5.42,40,,21
The Good Kid,Track Save Week,363,0,0,0,0,57,0,0,0,0,0,57,6,1,Finals,21
Justify,Track Save Week,331,0,0,0,0,55,0,0,0,0,0,55,6,2,Finals,1
Voices of silence,Track Save Week,321,0,0,0,0,50,0,0,0,0,0,50,6,3,Finals,21
No One Runs From Hell (And Ever Comes Back),Track Save Week,309,0,0,0,0,48,0,0,0,0,0,48,6,4,Finals,21
The Silence,Track Save Week,291,0,0,0,0,45,0,0,0,0,0,45,6,5,Finals,21
Error Detected,Track Save Week,288,0,0,0,0,48,0,0,0,0,0,48,6,6,Second Chance,0
Entropy,Track Save Week,288,0,0,0,0,48,0,0,0,0,0,48,6,7,Second Chance,0
Lights and Shadows,Track Save Week,285,0,0,0,0,46,0,0,0,0,0,46,6,8,Second Chance,9
Glitch of the Five,Track Save Week,282,0,0,0,0,47,0,0,0,0,0,47,6,9,Second Chance,0
Heartbeat Glitch,Track Save Week,269,0,0,0,0,44,0,0,0,0,0,44,6,10,Second Chance,5
Sudden Weather,Track Save Week,267,0,0,0,0,41,0,0,0,0,0,41,6,11,,21
Every Time It Rains,Track Save Week,266,0,0,0,0,44,0,0,0,0,0,44,6,12,,2
"SSC7, Forgotten",Track Save Week,261,0,0,0,0,40,0,0,0,0,0,40,6,13,,21
My Lost Angel,Track Save Week,261,0,0,0,0,40,0,0,0,0,0,40,6,14,,21
Eyes That Never Close,Track Save Week,260,0,0,0,0,43,0,0,0,0,0,43,6,15,,2
Radio Static,Track Save Week,260,0,0,0,0,43,0,0,0,0,0,43,6,16,,2
Celestial Veil,Track Save Week,249,0,0,0,0,39,0,0,0,0,0,39,6,17,,15
Fear the Love and Love the Fear,Track Save Week,249,0,0,0,0,38,0,0,0,0,0,38,6,18,,21
The Fall of Elenra,Track Save Week,249,0,0,0,0,38,0,0,0,0,0,38,6,19,,21
Body Chemistry,Track Save Week,249,0,0,0,0,38,0,0,0,0,0,38,6,20,,21
Flame in the Cold of June,Track Save Week,243,0,0,0,0,37,0,0,0,0,0,37,6,21,,21
Scars Like Constellations,Track Save Week,243,0,0,0,0,37,0,0,0,0,0,37,6,22,,21
怒血溅长街,Track Save Week,243,0,0,0,0,38,0,0,0,0,0,38,6,23,,15
Silence,Track Save Week,240,0,0,0,0,40,0,0,0,0,0,40,6,24,,0
Eulogy To A Dead Me,Track Save Week,240,0,0,0,0,40,0,0,0,0,0,40,6,25,,0
Thunder and the Challenge of Thor,Track Save Week,239,0,0,0,0,39,0,0,0,0,0,39,6,26,,5
Power to Choose,Track Save Week,237,0,0,0,0,36,0,0,0,0,0,36,6,27,,21
Kitty Katana~ Snack Attacka!,Track Save Week,237,0,0,0,0,37,0,0,0,0,0,37,6,28,,15
The Last One Standing,Track Save Week,237,0,0,0,0,36,0,0,0,0,0,36,6,29,,21
nameless,Track Save Week,234,0,0,0,0,39,0,0,0,0,0,39,6,30,,0
【どんぐりぼうし】(Acorn Cap),Track Save Week,231,0,0,0,0,35,0,0,0,0,0,35,6,31,,21
Move,Track Save Week,228,0,0,0,0,38,0,0,0,0,0,38,6,32,,0
"Two Worlds [SSC7, Canada]",Track Save Week,226,0,0,0,0,36,0,0,0,0,0,36,6,33,,10
Screaming in between,Track Save Week,220,0,0,0,0,35,0,0,0,0,0,35,6,34,,10
House of Spears,Track Save Week,219,0,0,0,0,36,0,0,0,0,0,36,6,35,,3
おばちゃん、教えて,Track Save Week,217,0,0,0,0,35,0,0,0,0,0,35,6,36,,7
Rise Of Darkness,Track Save Week,217,0,0,0,0,36,0,0,0,0,0,36,6,37,,1
Requiem Song,Track Save Week,216,0,0,0,0,36,0,0,0,0,0,36,6,38,,0
Summer Lovin,Track Save Week,212,0,0,0,0,35,0,0,0,0,0,35,6,39,,2
Into the Black,Track Save Week,210,0,0,0,0,35,0,0,0,0,0,35,6,40,,0
The Light That Waited Millennia,Track Save Week,209,0,0,0,0,33,0,0,0,0,0,33,6,41,,11
"Daytime [SSC7, United Kingdom]",Track Save Week,207,0,0,0,0,34,0,0,0,0,0,34,6,42,,3
Inferno,Track Save Week,207,0,0,0,0,33,0,0,0,0,0,33,6,43,,9
I’ll Find A Way,Track Save Week,207,0,0,0,0,33,0,0,0,0,0,33,6,44,,9
Rest In Peace !,Track Save Week,207,0,0,0,0,31,0,0,0,0,0,31,6,45,,21
Beyond the Corridor of Ice,Track Save Week,205,0,0,0,0,34,0,0,0,0,0,34,6,46,,1
Digital Soul,Track Save Week,204,0,0,0,0,34,0,0,0,0,0,34,6,47,,0
Superstar,Track Save Week,204,0,0,0,0,34,0,0,0,0,0,34,6,48,,0
LIGHT IN THE DARKNESS,Track Save Week,204,0,0,0,0,34,0,0,0,0,0,34,6,49,,0
Welcome to our Jungle,Track Save Week,202,0,0,0,0,32,0,0,0,0,0,32,6,50,,10
"Welcome to Suno, by gabi974",Track Save Week,201,0,0,0,0,30,0,0,0,0,0,30,6,51,,21
Merry Go Round Life,Track Save Week,201,0,0,0,0,30,0,0,0,0,0,30,6,52,,21
"Rubble & Debris [SSC7, USA]",Track Save Week,199,0,0,0,0,33,0,0,0,0,0,33,6,53,,1
STROBE,Track Save Week,199,0,0,0,0,33,0,0,0,0,0,33,6,54,,1
Feuerbringer,Track Save Week,198,0,0,0,0,33,0,0,0,0,0,33,6,55,,0
Weils geht,Track Save Week,195,0,0,0,0,30,0,0,0,0,0,30,6,56,,15
"Arise, O Knights!",Track Save Week,195,0,0,0,0,29,0,0,0,0,0,29,6,57,,21
Wondering Why,Track Save Week,195,0,0,0,0,32,0,0,0,0,0,32,6,58,,3
Thumb a ride (v4.5) (Experimental),Track Save Week,195,0,0,0,0,29,0,0,0,0,0,29,6,59,,21
Wanna Fall in Love Tonight?,Track Save Week,195,0,0,0,0,31,0,0,0,0,0,31,6,60,,9
I Watched It Fall,Track Save Week,193,0,0,0,0,32,0,0,0,0,0,32,6,61,,1
Say Goodbye,Track Save Week,189,0,0,0,0,29,0,0,0,0,0,29,6,62,,15
Der Wrap- Rap - 2025 immer noch lecker Edit,Track Save Week,189,0,0,0,0,30,0,0,0,0,0,30,6,63,,9
"Café Encounters [SSC7, Ger]",Track Save Week,187,0,0,0,0,30,0,0,0,0,0,30,6,64,,7
Endless Parade,Track Save Week,186,0,0,0,0,31,0,0,0,0,0,31,6,65,,0
Take Me Back!,Track Save Week,186,0,0,0,0,31,0,0,0,0,0,31,6,66,,0
Gifting the Severed,Track Save Week,186,0,0,0,0,30,0,0,0,0,0,30,6,67,,6
Humbled to Announce,Track Save Week,186,0,0,0,0,31,0,0,0,0,0,31,6,68,,0
"Abscond [SSC7, Germany]",Track Save Week,186,0,0,0,0,31,0,0,0,0,0,31,6,69,,0
Step Anyway,Track Save Week,180,0,0,0,0,29,0,0,0,0,0,29,6,70,,6
Rise of the Storm,Track Save Week,180,0,0,0,0,29,0,0,0,0,0,29,6,71,,6
Phantom Kindness,Track Save Week,178,0,0,0,0,28,0,0,0,0,0,28,6,72,,10
Vision,Track Save Week,177,0,0,0,0,29,0,0,0,0,0,29,6,73,,3
Lost (VIP Remix),Track Save Week,177,0,0,0,0,27,0,0,0,0,0,27,6,74,,15
Let the World Be Gentle,Track Save Week,177,0,0,0,0,26,0,0,0,0,0,26,6,75,,21
Summertime,Track Save Week,174,0,0,0,0,29,0,0,0,0,0,29,6,76,,0
We are the G.O.A.T,Track Save Week,174,0,0,0,0,28,0,0,0,0,0,28,6,77,,6
DepenDream,Track Save Week,174,0,0,0,0,29,0,0,0,0,0,29,6,78,,0
Don't Sleep,Track Save Week,174,0,0,0,0,29,0,0,0,0,0,29,6,79,,0
Where We Begin,Track Save Week,171,0,0,0,0,26,0,0,0,0,0,26,6,80,,15
Jax – Der Taktgeber,Track Save Week,171,0,0,0,0,25,0,0,0,0,0,25,6,81,,21
Salome's Invisible Citadel,Track Save Week,169,0,0,0,0,28,0,0,0,0,0,28,6,82,,1
Unbroken,Track Save Week,169,0,0,0,0,27,0,0,0,0,0,27,6,83,,7
Nevermind,Track Save Week,168,0,0,0,0,28,0,0,0,0,0,28,6,84,,0
Tandem venit amor,Track Save Week,168,0,0,0,0,28,0,0,0,0,0,28,6,85,,0
Hall of Standards: Final Movement,Track Save Week,168,0,0,0,0,28,0,0,0,0,0,28,6,86,,0
Love in the Loopstation,Track Save Week,168,0,0,0,0,28,0,0,0,0,0,28,6,87,,0
Lothlórien,Track Save Week,168,0,0,0,0,28,0,0,0,0,0,28,6,88,,0
LOBA - El Sapote de Sinaloa,Track Save Week,168,0,0,0,0,28,0,0,0,0,0,28,6,89,,0
"Another Day, Another Dollar",Track Save Week,168,0,0,0,0,28,0,0,0,0,0,28,6,90,,0
Ghost Of You,Track Save Week,165,0,0,0,0,27,0,0,0,0,0,27,6,91,,3
Echo in the Algorithm,Track Save Week,165,0,0,0,0,24,0,0,0,0,0,24,6,92,,21
Peace & A Playlist (Emotionless),Track Save Week,165,0,0,0,0,24,0,0,0,0,0,24,6,93,,21
Come with me,Track Save Week,163,0,0,0,0,27,0,0,0,0,0,27,6,94,,1
Shine with Us,Track Save Week,162,0,0,0,0,27,0,0,0,0,0,27,6,95,,0
Jazz on BR34KC0R3,Track Save Week,162,0,0,0,0,27,0,0,0,0,0,27,6,96,,0
Riptide,Track Save Week,162,0,0,0,0,27,0,0,0,0,0,27,6,97,,0
Ком (A lump in the throat),Track Save Week,162,0,0,0,0,27,0,0,0,0,0,27,6,98,,0
Lets Be Happy,Track Save Week,162,0,0,0,0,27,0,0,0,0,0,27,6,99,,0
Big Battle,Track Save Week,160,0,0,0,0,26,0,0,0,0,0,26,6,100,,4
Aphelion:Dioscuri,Track Save Week,159,0,0,0,0,23,0,0,0,0,0,23,6,101,,21
Fading Lights,Track Save Week,159,0,0,0,0,23,0,0,0,0,0,23,6,102,,21
Stuck in the Honey,Track Save Week,159,0,0,0,0,23,0,0,0,0,0,23,6,103,,21
Echo In Gold,Track Save Week,156,0,0,0,0,26,0,0,0,0,0,26,6,104,,0
"You´re The Light  [SSC7, Czechia]",Track Save Week,156,0,0,0,0,26,0,0,0,0,0,26,6,105,,0
Entropy,Track Save Week,156,0,0,0,0,26,0,0,0,0,0,26,6,106,,0
Frozen Flower,Track Save Week,153,0,0,0,0,22,0,0,0,0,0,22,6,107,,21
It ain't enough,Track Save Week,151,0,0,0,0,24,0,0,0,0,0,24,6,108,,7
Two Sides of a Coin,Track Save Week,151,0,0,0,0,25,0,0,0,0,0,25,6,109,,1
San Andreas,Track Save Week,151,0,0,0,0,25,0,0,0,0,0,25,6,110,,1
"🎶《One Slash, One Life》🎶",Track Save Week,150,0,0,0,0,25,0,0,0,0,0,25,6,111,,0
Shall I Let You Weep,Track Save Week,150,0,0,0,0,25,0,0,0,0,0,25,6,112,,0
The Fallen,Track Save Week,150,0,0,0,0,25,0,0,0,0,0,25,6,113,,0
Splintertongue v3,Track Save Week,150,0,0,0,0,25,0,0,0,0,0,25,6,114,,0
Huitzilopochtli,Track Save Week,150,0,0,0,0,25,0,0,0,0,0,25,6,115,,0
Echoes in the Distance,Track Save Week,148,0,0,0,0,23,0,0,0,0,0,23,6,116,,10
Song of The River,Track Save Week,148,0,0,0,0,24,0,0,0,0,0,24,6,117,,4
Sweet and Sour,Track Save Week,147,0,0,0,0,21,0,0,0,0,0,21,6,118,,21
Casi se todo de ti,Track Save Week,145,0,0,0,0,24,0,0,0,0,0,24,6,119,,1
Et malgré la souffrance (V4-5),Track Save Week,144,0,0,0,0,23,0,0,0,0,0,23,6,120,,6
Stand for the silent,Track Save Week,144,0,0,0,0,23,0,0,0,0,0,23,6,121,,6
Neon Sunrise,Track Save Week,144,0,0,0,0,24,0,0,0,0,0,24,6,122,,0
Cosmical Nonsense,Track Save Week,138,0,0,0,0,23,0,0,0,0,0,23,6,123,,0
Forgotten Brother × Guardian Sister,Track Save Week,138,0,0,0,0,23,0,0,0,0,0,23,6,124,,0
Ghostcode Lullaby (ゴーストコードの子守唄),Track Save Week,136,0,0,0,0,21,0,0,0,0,0,21,6,125,,10
A Complicated War Within,Track Save Week,135,0,0,0,0,22,0,0,0,0,0,22,6,126,,3
GAME OVER,Track Save Week,132,0,0,0,0,22,0,0,0,0,0,22,6,127,,0
Oda al Sol,Track Save Week,132,0,0,0,0,22,0,0,0,0,0,22,6,128,,0
We are the Pulse,Track Save Week,132,0,0,0,0,21,0,0,0,0,0,21,6,129,,6
Like Feather's Caress,Track Save Week,132,0,0,0,0,22,0,0,0,0,0,22,6,130,,0
froghollow,Track Save Week,132,0,0,0,0,22,0,0,0,0,0,22,6,131,,0
Me Esconderé,Track Save Week,132,0,0,0,0,22,0,0,0,0,0,22,6,132,,0
Simulated Love,Track Save Week,132,0,0,0,0,22,0,0,0,0,0,22,6,133,,0
Make Way!,Track Save Week,129,0,0,0,0,20,0,0,0,0,0,20,6,134,,9
Chase That Light,Track Save Week,129,0,0,0,0,19,0,0,0,0,0,19,6,135,,15
September,Track Save Week,129,0,0,0,0,18,0,0,0,0,0,18,6,136,,21
Nebulight,Track Save Week,127,0,0,0,0,21,0,0,0,0,0,21,6,137,,1
The Voice of the Earth,Track Save Week,126,0,0,0,0,21,0,0,0,0,0,21,6,138,,0
What if Jesus had a white girlfriend?,Track Save Week,126,0,0,0,0,21,0,0,0,0,0,21,6,139,,0
Chaos is you,Track Save Week,121,0,0,0,0,20,0,0,0,0,0,20,6,140,,1
Le Chant de Thyra'harel,Track Save Week,121,0,0,0,0,20,0,0,0,0,0,20,6,141,,1
SET ME FREE,Track Save Week,121,0,0,0,0,20,0,0,0,0,0,20,6,142,,1
"Do, Say, and Live",Track Save Week,120,0,0,0,0,20,0,0,0,0,0,20,6,143,,0
The Devil's Diner,Track Save Week,120,0,0,0,0,20,0,0,0,0,0,20,6,144,,0
savepoint,Track Save Week,114,0,0,0,0,19,0,0,0,0,0,19,6,145,,0
Fuji Colors -フジカラー,Track Save Week,114,0,0,0,0,19,0,0,0,0,0,19,6,146,,0
Ninguna Guerra Más,Track Save Week,114,0,0,0,0,19,0,0,0,0,0,19,6,147,,0
Unseen,Track Save Week,114,0,0,0,0,19,0,0,0,0,0,19,6,148,,0
Root code,Track Save Week,114,0,0,0,0,19,0,0,0,0,0,19,6,149,,0
断罪-Conviction,Track Save Week,114,0,0,0,0,19,0,0,0,0,0,19,6,150,,0
Ruchome Mosty,Track Save Week,112,0,0,0,0,17,0,0,0,0,0,17,6,151,,10
내 안의 빛 [The Light Inside],Track Save Week,111,0,0,0,0,15,0,0,0,0,0,15,6,152,,21
I burned SUNO down,Track Save Week,108,0,0,0,0,18,0,0,0,0,0,18,6,153,,0
Epic of Kings and Gods,Track Save Week,108,0,0,0,0,18,0,0,0,0,0,18,6,154,,0
The Push and the Pull,Track Save Week,108,0,0,0,0,18,0,0,0,0,0,18,6,155,,0
愛自己 Embrace Myself,Track Save Week,108,0,0,0,0,18,0,0,0,0,0,18,6,156,,0
